# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 74648, mean track length: 0.0
49188 4.942269393928997 2.945386107189275 1.0188393273309835 178 200 223 0.5625108176842922 
49186 4.933969434294804 2.6833706876575047 1.032191053421675 51 52 46 0.8928285571753278 
49185 4.9749648939304185 2.6829082499399073 1.030977025244328 43 48 42 0.48909342549321977 
49183 3.885018884032913 2.071571920010994 1.2929919587899457 90 100 110 1.0192643771507222 
49172 3.746358559208534 2.6743042607528213 0.7993500269943755 68 75 86 0.8122557045813276 
49171 3.5824292470147214 2.3253153414370225 0.7938720366514643 125 161 161 0.4267276663714221 
49170 3.614470489840461 2.373719201623877 0.7853180830953252 29 29 19 0.7401849009390743 
49169 3.6723227155423976 2.4626869734252366 0.7743278899375142 27 31 37 0.8251076029018262 
49167 3.605149744157488 2.3179623912471152 0.7797750315582542 98 148 136 1.3540250545188321 
49166 3.5878304253298356 2.307243879451139 0.7966322100682396 1 6 4 0.9445220405108563 
49161 3.6657488981714716 2.430731274554285 0.788720210753889 13 18 21 0.3855526716147206 
49158 3.7648550584655354 2.635873824895791 0.798657669672967 5 12 18 0.12979628606587434 
49157 3.6343599755331653 2.242309810716855 0.7379132494353788 165 158 143 0.8814742195432355 
49156 3.618263447248389 2.280975728393254 0.7766174426038512 0 0 0 1.1493035213169724 
49153 3.759978442904649 2.583554912586452 0.8115335008061462 168 175 181 0.43373101701561606 
49151 3.8395711508341743 2.682683724915879 0.815393067529408 95 102 108 0.32487532740327985 
49147 3.677462148910404 2.245702189704212 0.7975515764857877 139 140 134 1.9283009232255235 
49146 3.8703783044780877 2.6702228343499455 0.8068876120022207 99 106 116 0.19833549955923813 
49144 3.850612886302745 2.6171403241765168 0.8147056924126788 165 170 176 0.19916377668782848 
49143 3.711880460507077 2.245035039165522 0.7898177877356009 88 73 51 0.7776602220404287 
49142 3.8500499942187787 2.5875586293011263 0.8155653454854832 26 34 36 0.07140979303208302 
49138 3.793037070810546 2.439426641248658 0.8202826678732154 167 170 169 0.8418509973351218 
49133 3.9045159695809577 2.6067786111205438 0.8170078099591732 118 121 136 0.06708258068908236 
49130 3.8512023865667486 2.491746429263526 0.836564577196646 173 170 162 0.8880638077114298 
49125 3.847655947950709 2.3312571379927345 0.7864930682291568 116 99 83 1.1575242757625235 
49121 3.940107681792569 2.429527777463864 0.7761730741413303 217 206 176 0.5258907522823448 
49115 4.025811968304453 2.6152068991310697 0.8169235797581244 140 144 156 0.30193080524764876 
49114 3.875857046362517 2.394325558799519 0.857647704995326 227 228 234 2.0291854429814924 
49113 4.014272055749085 2.5849784114738297 0.820331666563523 97 102 105 0.46859496793974725 
49111 4.025699609137365 2.5900975434748794 0.8181238448123431 143 148 152 0.1992465583221136 
49110 4.0612294631523085 2.6377883218182134 0.8140146471922614 146 152 152 0.30278137058465604 
49104 3.8741499941157995 2.1796519911903847 0.8129815870777275 167 178 180 0.5310072718889896 
49103 3.8176291855525504 2.0746471770967827 0.8274130618105914 161 161 160 1.8116326070588353 
49098 3.950210668764941 2.177914012372419 0.8193286822257629 178 187 196 0.1960999690321781 
49088 4.014978842772183 2.137120801006007 0.8382887198973887 56 66 68 0.960512056986734 
49083 4.082274196553364 2.3651920821371717 0.8896663504316367 184 183 162 2.076539292669962 
49070 4.165404166219709 2.009973497737007 0.8010059130540719 123 128 134 1.7008611642812816 
49068 4.234549304221377 2.092900377528232 0.7921911379478195 18 25 31 0.8767577821273986 
49060 4.3572411287402195 2.074336482359994 0.8043884096142185 17 19 6 1.3421563270249788 
49059 4.35724112874022 2.0743364823599935 0.8043884096142182 17 19 6 1.3421563270250092 
49056 4.411688302313635 1.9911590165532702 0.782954450345929 19 19 26 1.5400505306731853 
49053 4.43165241700823 2.0878089481054536 0.82321179446907 12 16 17 0.5499017447986424 
49052 4.54775200096275 2.3022281361242576 0.8117591202079607 74 75 57 0.15674750063814727 
49051 4.540374843762132 2.2975895826843846 0.8204435386590676 105 106 89 0.43622026663732566 
49049 4.47634141918164 2.191839343220874 0.842794012373346 103 106 97 0.3228193961809984 
49047 4.514383448016809 2.1994664633795242 0.8379317777061874 70 74 59 0.36013015035738455 
49037 4.826219667250493 2.648957467492658 0.9339807129041422 107 116 123 0.6325309640611623 
49033 4.924837245507886 2.9843457089831094 0.9507353425074515 45 54 53 0.2867258735050336 
49030 4.920069016316352 2.9356306611214364 0.9693217180372661 64 73 80 0.5066795289203584 
49028 4.922452740544391 2.768203280079047 0.9650824564707163 240 251 255 1.2821518544632693 
49027 5.056635551338766 2.755682310735577 0.9201093027430937 193 204 207 1.8720945390456016 
49014 3.7210647039980627 2.632759544811776 0.801902677649703 60 66 78 0.441646211517252 
49013 3.6401322556907667 2.470693012554627 0.8047444573355669 39 44 50 0.4873093870415143 
49012 3.6705663635279335 2.474241844234565 0.7722866362140804 37 37 47 0.774276128538352 
49011 3.5863797617411426 2.319162229379847 0.7951073965552058 111 145 146 0.4133070350757613 
49003 3.797632401399597 2.6145534199876095 0.8089321367548458 99 106 112 0.15893065443473717 
48993 3.756472704674094 2.3247510823882305 0.783452559289193 140 119 90 0.534285246875757 
48988 3.78732999335449 2.4194839451875634 0.8299283152837091 173 166 156 0.9455851740790433 
48987 3.8528818160635767 2.488259994078345 0.7971796079276989 217 210 184 1.7822496006401798 
48986 3.8726215476641355 2.5825558717881156 0.8250308236565983 45 50 54 0.3784350724062284 
48984 3.73333633077176 2.171897976873101 0.7858244322311264 10 14 24 0.7479854591959068 
48983 3.737871628217408 2.153827507041253 0.7860256341541524 162 160 156 0.7359469573062437 
48982 3.7239554527710483 2.1747073654280826 0.8053431537983124 162 160 156 1.1065773811671404 
48980 3.725658781878256 2.075710518855664 0.7902667524298098 38 31 12 1.034914060802696 
48979 3.725658781878256 2.075710518855664 0.7902667524298098 38 31 12 1.034914060802696 
48976 3.747861728100111 2.0664276576829836 0.782615137785895 42 34 20 1.0221997797183098 
48975 3.747861728100111 2.0664276576829836 0.782615137785895 42 34 20 1.0221997797183098 
48974 3.8188004892750573 2.2606979327463472 0.8006069731160166 54 22 45 0.7838849444572146 
48972 3.836747967942268 2.4687416348610594 0.8686845323138617 187 183 178 0.2514721376174249 
48969 3.931064187332708 2.4309182077544524 0.7815189190327257 154 142 104 0.5472055414352882 
48960 3.7537887244077917 2.0978948815494194 0.8489622886552859 53 47 47 0.18746511275848388 
48954 3.901904013105613 2.186393832508337 0.8102616704413375 177 186 191 0.6375138570251172 
48946 4.034455605603944 2.377356205785806 0.8209478918234303 211 208 203 0.7416327715898472 
48942 3.9467040266545217 2.0650849762554584 0.8057542185819143 63 63 55 0.225383247845513 
48938 4.169288989084257 2.39400562649112 0.8016311172439555 16 15 10 0.9269207927949082 
48933 3.8489087812452136 2.1098988933794915 0.9500685087991119 44 54 55 0.33412293381330577 
48929 4.13840064589955 2.2046048956827393 0.8099222177379273 164 170 182 0.2543125854985166 
48927 4.161539217913586 2.1745111581867045 0.7921275034587617 25 34 41 0.5687514925417425 
48925 4.069146670224382 1.9245495271972068 0.7911386736239577 218 219 213 1.0792504266655336 
48924 4.122653447728747 2.2092641025105753 0.8330752831593943 6 17 19 0.7768554684187325 
48923 4.088798458754915 1.9077755548486048 0.7789365482713728 202 203 199 1.040833909292676 
48917 4.222343854646729 2.1081367838152234 0.805351476502661 9 17 20 0.060433736271602125 
48906 4.686700775146382 2.764383762132812 0.768846092445379 175 181 169 1.397329279167077 
48905 4.486558686604726 2.3437571757980735 0.8020951888205926 86 89 72 0.1968802824764442 
48904 4.3795436435192485 2.0624764855421267 0.798708640301227 134 138 123 1.708954241386925 
48896 4.504041456470677 2.2814519987137656 0.8034676684539626 101 102 88 0.6020555690619179 
48889 4.558935324227264 2.3403238483271878 0.7988634348150903 14 22 7 0.9398897900623987 
48886 4.259353916245746 2.3421860960390477 0.9518375427615969 187 188 183 1.8332601712558136 
48882 4.566484674767992 2.2891937472763475 0.8162385514898098 168 175 159 1.0846786635463566 
48880 4.493159862001428 2.1943184580682438 0.8346054507479505 197 200 193 0.4010353133084708 
48869 4.638847792033513 2.1382904153040587 0.9131935462751655 28 9 0 0.48158938325942297 
48868 4.826538145844371 2.686917035058989 0.917966183488063 117 131 140 0.34229581661695985 
48863 4.920451129165991 2.7778652787807743 0.9446415615214754 121 137 156 1.0753970006648725 
48862 4.924549625642349 2.948320863874258 0.9613833787929021 81 88 96 0.14330693264449443 
48861 4.771708906354659 2.6266269569166254 0.985269493330901 218 222 229 0.6912569970198336 
48859 4.670415536624606 2.1953275616433876 0.9936861900246365 143 146 137 0.4952511713212674 
48858 4.9194247115005165 2.934503777262833 1.0156115759930413 148 172 198 0.2336263559502357 
48854 3.5829221590186116 2.327928020748344 0.791893451658681 133 158 162 0.3849410255803303 
48853 3.630356149923689 2.4118936596449165 0.7833250151292763 102 75 71 0.8430294363821075 
48851 3.8279077963784838 2.6714728623266 0.7983947979899235 98 106 109 0.31419288416485264 
48850 3.868687137859271 2.6707036016035546 0.7983599808614465 83 90 100 0.6602050367776553 
48849 3.880067074493478 2.629636229486534 0.8120929009187359 8 13 17 0.3237531574683079 
48848 3.880067074493478 2.629636229486534 0.8120929009187359 8 13 17 0.3237531574683079 
48847 3.7940858510279813 2.441418388477774 0.814390219452458 131 128 119 0.5502011483141408 
48845 3.7932985720372105 2.433874341380206 0.8189076207600339 159 166 166 0.8260647467591306 
48843 3.793927462226626 2.4135697178990236 0.8114502783867147 162 159 140 0.6189506707943574 
48841 3.7915583203618692 2.422881025689347 0.8230406239937753 84 85 74 0.6187679859917958 
48837 3.8914393527835385 2.599274956174297 0.8206027502025611 72 76 87 0.2483153516046858 
48835 3.716835999951678 2.0810715987640296 0.7793459659808829 66 69 77 0.2769281061525651 
48831 3.812531243427956 2.1890310747043378 0.7857018310480854 24 2 13 0.512360646365314 
48828 3.993338499132134 2.6375142864459438 0.8179876403846853 95 100 106 0.20760535280718104 
48826 3.7499939784920318 2.0994625461472176 0.8462998737378882 46 41 35 0.3168907049912746 
48823 3.7574607670689493 2.103960993204682 0.851038900104669 136 132 130 0.45339485323209217 
48821 4.06229826261263 2.5959646904546068 0.8190154533033496 8 11 28 0.3300083221397187 
48819 4.011368459236304 2.27973237132678 0.818045718386912 168 177 182 0.3387610960459706 
48818 3.975940982332781 2.1810443490381584 0.8124020615728462 209 220 216 0.9520349685144516 
48816 3.98532322210972 2.176435663855659 0.8184902668903412 212 222 221 0.4970587554232343 
48815 3.9558999107928554 2.0777005596014364 0.8116013841899195 167 166 148 0.9382379730019935 
48814 3.997157646964086 2.176597542869114 0.814116274017724 176 186 185 0.13842242051780548 
48813 4.132339586743928 2.3492409630032145 0.7788252448429416 150 153 158 0.3814935490801905 
48812 3.9888728495568238 2.0393189915307643 0.8080209890117719 61 63 62 0.9695597166806434 
48811 4.186323638950559 2.379075943187474 0.7810570856220683 36 36 36 0.9658937633092999 
48810 4.116826845677886 2.1950700253272064 0.8148943786124019 41 47 59 0.46118043249811835 
48809 4.788893305871586 2.8917998562387712 0.5915330774623663 89 93 92 0.9382788901493002 
48801 4.196375845066009 2.2362423908400073 0.8368144733750397 23 28 31 0.16919198968897206 
48798 4.289333412939239 2.0617668283901516 0.8122152339805206 42 49 57 0.8901980194833358 
48796 4.403938606722484 2.241782658900277 0.8312792406799465 170 174 148 0.2685753538110192 
48794 4.397176694275223 2.0121015801603663 0.8038813409985855 71 74 81 1.9956250538562703 
48792 4.525153326253442 2.278219831320299 0.7966821312881909 108 108 95 0.4476932641958431 
48789 4.525925722026796 2.2849477924233432 0.7990872295828806 93 94 80 0.7229012538547828 
48787 4.5417435882834205 2.2978566148438233 0.7970223181161401 162 164 147 0.2613736428803762 
48783 4.445459861586974 2.1439197515547765 0.8478133573260144 154 156 142 0.3569969003019545 
48780 4.491026108387982 2.117181285711311 0.8602505875992014 163 167 152 0.37942681439824977 
48779 4.665623902384395 2.3361649647407354 0.8267971261270984 157 161 144 0.9637002694734313 
48778 4.463153334696584 2.189105984345561 0.9564000745101614 37 47 47 1.628840121561697 
48777 4.785107132993075 2.4528149563561072 0.9134028718567395 103 111 124 0.6148509900046791 
48770 3.8803623523387936 2.070553710569293 1.2666469055080742 89 98 113 1.5903475033218308 
48768 3.434091762045232 2.203690478028845 0.8771326089908741 61 67 79 1.5105458912612235 
48767 4.62557652022212 2.406382829449237 0.14885040492250567 126 129 144 2.1953934462135387 
48764 4.508675933377844 2.2538603860754733 0.8549280563449291 138 141 130 1.0888192257300793 
48748 4.802670989906623 2.780085192686638 0.07529814111165534 31 41 51 1.1352609565580858 
48744 3.749618922175352 2.480907841748681 0.7759233445338759 174 162 139 1.024372840072679 
48734 4.004582516685944 2.261266291352821 0.819735717731881 188 195 213 1.3490799771795983 
48732 3.6181385811545677 2.373318074416426 0.7814071880159236 101 92 88 1.1393928321939146 
48730 3.704100347447925 2.5702660828817105 0.8097930893048902 129 136 143 1.0420133629322088 
48728 3.5278752364845505 2.4710411157903094 0.8440763336733661 191 206 109 1.0447370373792444 
48722 4.172184877276376 2.3599475226973423 0.8206631848972155 7 11 13 1.1720944232410668 
48721 3.5267828677789352 2.4650412421583043 0.8424770535211864 213 217 99 1.2950008333542946 
48720 4.230694242040773 1.915371506636605 0.7752078709354926 137 133 125 0.9755887842707259 
48719 4.035489443035575 2.2618120337446097 0.8229182672123095 206 214 225 0.6967529078810162 
48718 4.611946224435895 2.3841987410744196 0.7557548516475852 180 173 145 1.7839000420546192 
48717 4.686462833202159 2.844498419537749 0.7939084566768282 149 153 156 0.8733433121329737 
48715 4.72501297204112 1.5709930341911835 1.2899699399386615 236 240 251 1.5119457384641044 
48714 4.087568888338058 3.0056766553929077 0.682069022490965 2 10 23 0.5988883739814846 
48713 3.746384388715486 2.202415707603609 0.7789885679396434 40 44 52 1.2191161845102156 
48708 4.100124005332958 2.971459565985181 0.6848022492706725 102 108 120 1.1270395832357036 
48696 3.7393103697383543 2.5938813787369046 0.8056943470716401 83 89 101 1.6514551602859242 
48695 3.9108019371261817 2.671368154010137 0.7973093647620411 125 131 143 1.4496800734702278 
48692 4.157444686834856 2.3590829048292568 0.7927474805424829 149 145 134 1.7176417935014519 
48691 4.145277014504335 2.3237904217414123 0.8297442579148558 12 21 20 0.9361862742449774 
48681 4.897868282093481 2.7835883278066302 0.9237346745563306 140 152 175 0.6497873216106769 
48679 4.942254176757317 2.935950423645741 0.9334556307495518 37 52 79 1.573431227528251 
48670 3.865912434209916 2.4690840352553574 0.8333518246817568 245 247 250 0.8944374621190914 
48669 3.865912434209916 2.4690840352553574 0.8333518246817568 245 247 250 0.8944374621190914 
48661 4.803527376240268 2.684330375785534 0.9256098105614288 114 125 143 1.6727816468444272 
48654 3.5734344024316087 2.474680035595212 0.8190981894423848 182 176 152 1.6177929068436387 
48650 4.104029556683992 3.0221538465350464 0.6622282192457284 35 49 84 1.8463122744289455 
48647 4.77461043697713 2.721317752355563 0.03189079038201048 37 47 59 1.2619492376464279 
48635 3.6913951324105634 2.660766084898109 0.734960693787554 132 116 97 1.9304900704931756 
48634 3.5677744808011607 2.4974024300793936 0.8375895554191055 40 57 117 0.16404417956137404 
48633 3.6514234715274134 2.586058848520261 0.7777723560819512 190 178 156 1.6317031668693107 
48631 3.710144799444228 2.6543567180593137 0.801845839778196 23 30 40 0.866226216017725 
48630 3.5987783820294723 2.3226539975932043 0.7851412560036317 175 210 206 1.2825661258890173 
48624 4.6051717911760655 2.6939203906955376 0.09228393630697562 1 11 23 1.2081828916494903 
48623 3.824548676053167 2.5801942955177437 0.8106801418034498 165 170 182 0.7347926966533238 
48622 4.746944986659075 2.7354074579840706 0.08973293006197558 31 41 53 0.5243278575173439 
48605 4.673566020623724 2.4403967075968205 0.9103968286489611 56 63 73 1.2035232099416826 
48601 4.726128707902614 2.4126502992733245 0.9829538451877355 43 48 51 1.1324349608837991 
48598 3.8934550938944943 2.0713099959739356 1.2982810746939395 210 219 236 0.9750545564235401 
48596 3.5565585784321443 2.3146841556500846 0.7799757885118002 136 152 139 2.10011462369823 
48589 4.052212653419668 3.0349835946818478 0.6045230931297857 74 78 84 1.032189250950235 
48585 3.7665960941520247 2.622368740736304 0.8044014311009032 169 175 186 0.36185525111257233 
48583 3.47162584956597 2.208701592156963 0.9585539026410127 4 9 12 0.22508260133396435 
48580 3.719424788646781 2.3249806368848787 0.7665953043327186 199 187 163 1.4410843671747602 
48573 3.828605830114974 2.196548568613961 0.7879219600508633 14 64 151 1.330563633288623 
48572 3.8063743388983875 2.1193331127231243 0.7987370816717205 87 58 62 1.7839064481070033 
48571 3.799732562476476 2.128064596211302 0.8069459327121431 87 58 62 1.7244981307864204 
48570 4.036342571225299 2.667049669569792 0.8001081272835054 148 151 166 0.9144911653088106 
48565 3.895779538944365 2.2832333670972913 0.8195837140890405 213 220 238 1.3511715034041754 
48564 4.866125691323451 2.8003963839592236 0.242955655355668 113 118 122 1.719440960829873 
48563 4.079514895041344 2.2243992782229407 0.8229835058075607 25 32 41 1.2209493515550587 
48560 4.072867643386233 2.1351224223700993 0.8310991866546781 187 195 208 2.1807411362776934 
48558 4.141241398119283 2.305689322562203 0.8285310220670781 100 107 107 0.9081102869282162 
48556 4.140903833065175 1.9409370274238757 0.7859980510253473 199 199 199 0.7408020323256407 
48555 4.144079545851145 1.9364527918393644 0.7828996263387059 199 199 199 1.240195768589087 
48554 4.25591991197106 2.3990530748242103 0.807729923299327 30 39 45 0.47505300520044413 
48553 4.186096583469612 2.3813567659284907 0.846249397753341 37 47 57 0.5366442526832634 
48551 4.180686277221012 1.985614300086606 0.8026215971706145 49 47 42 1.2303655722902678 
48550 4.265925589198623 2.215447487193595 0.7977825449420822 34 39 45 0.5090844479586614 
48549 4.181876550995751 1.9933966092605402 0.8112949793686537 48 46 47 1.320699573867578 
48548 4.311342212935807 2.0451012305109764 0.7469564660383282 23 29 41 1.0949028368649096 
48547 4.685593066531744 2.855446624507504 0.695969250285482 142 146 149 1.9121146267305238 
48546 4.368432105357432 2.207190857860758 0.7916068954568343 20 21 9 0.9268175336629856 
48544 4.365062787564307 2.206315715749097 0.799896823666283 95 98 89 0.7834180044170976 
48543 4.325554037901206 2.029418252294258 0.7976715138859795 110 111 113 1.3677806009025373 
48542 4.680553703717656 2.8870467367489048 0.7654908806014097 105 108 113 1.583346575903045 
48538 4.501525931420348 2.323265842064128 0.836879358081097 74 76 63 0.6531300767874744 
48537 4.4291927010350625 2.13049175299519 0.851093268417542 85 87 82 0.737745589604166 
48535 4.6941792502911355 2.863323315211356 0.8432186309608402 218 220 219 1.3680894226524156 
48532 4.685277394938769 2.4958211828662886 0.8446108667888094 130 131 125 1.3668110170471786 
48529 4.700149397718957 2.2509922211672952 0.9104096368051358 247 252 254 0.9361944316094948 
48528 4.661833484563502 2.1999569611144087 0.9220862813741519 85 83 96 1.0640148554951165 
48527 4.629811770422683 2.1702950757324424 0.9360485227825182 49 43 37 0.6050005150129814 
48526 4.778569780826271 2.4535719064440835 0.920404456784788 57 64 74 0.3134043684246299 
48525 4.770128520295816 2.5146962531167274 0.9298729288097523 164 168 177 0.7202241564179591 
48524 4.6125748843546965 2.1958015549717427 0.9834390918359603 140 145 151 1.1092483917791356 
48522 4.7478423272765715 2.4151239792941954 0.9598010523121467 156 160 169 0.5085287195598243 
48521 4.8954860073553865 2.7330340549203083 0.933415619140874 191 197 213 1.2863750033482073 
48520 4.722033614221735 2.5305799247192633 0.9882856748864293 41 41 42 0.6353167818302544 
48519 4.970951397325915 2.919671932923028 0.9737113338166365 159 178 190 0.49656774413656374 
48517 4.912502302162428 2.9485358717924797 1.0036004341190292 21 41 68 1.1040111012117098 
48516 4.909816736386787 2.955467992895714 1.0090344170612702 103 124 169 1.0613008024839798 
48515 4.911675342986039 2.9513786207016772 1.0199141240251342 164 187 229 0.8881972556828381 
48514 4.589304917568623 2.138638761875119 1.0969119352693895 167 172 178 1.6653896222856828 
48512 4.313729010697105 1.6666490151927738 1.2062676333850595 81 89 108 0.33378267824133134 
48511 3.5032889118275254 2.432292812175136 0.8420415693224858 157 205 191 0.4702226956309074 
48510 3.500971706953305 2.4135613377528093 0.8390257408672408 204 198 180 0.5623707870867357 
48509 3.664507879496446 2.712519272129206 0.7907849707639523 126 124 109 1.1924012722432906 
48507 3.415663653661627 2.2148942745055806 0.8529367523924378 208 190 192 0.20409416711995573 
48506 3.529684859653068 2.441202313695049 0.8327421177012292 213 209 164 0.5988377137355811 
48505 3.5485946103492116 2.506529323781635 0.8456007468576708 36 48 124 1.1243508046086803 
48499 3.6882708996526983 2.6296783299075894 0.8106046995180952 67 74 84 0.5892123765344391 
48498 3.643615310991367 2.472063163230958 0.7872293672568865 19 19 29 1.6970368445022213 
48495 3.5944241115125375 2.300261710253532 0.7900587263620332 195 195 185 0.6686620063649306 
48494 3.717846261904026 2.623736692344374 0.8092388793750351 11 18 28 0.3254332350999738 
48493 3.7387550919313695 2.6321525974670967 0.8080130111635301 176 182 194 0.15888459551681652 
48492 3.7676511440187976 2.68270700105196 0.8006282617828238 175 181 195 0.16940457484519408 
48491 3.6180955582409955 2.2782439301776916 0.7852542829363406 17 9 4 0.9576229215855167 
48490 3.609406526016986 2.299663068951025 0.8048076337487604 197 189 173 0.20675299732138636 
48487 3.7486110372546695 2.631597179991285 0.8156039624042749 78 84 96 0.6758753658717287 
48486 3.764127579531445 2.6370178169807716 0.8154472964382491 13 19 31 0.18067085113335524 
48485 3.6613303087769027 2.247239180732775 0.7764381464807187 148 140 121 1.1328456474215485 
48484 3.717806195015053 2.34001118572527 0.7977223401621484 202 188 175 1.426021749333832 
48483 3.7678751374451718 2.336973323711715 0.7872873058716453 54 32 9 1.7925344379630737 
48482 3.8527748098301178 2.5830214082078804 0.8050761388818555 1 2 17 0.3934550054460575 
48481 3.890297826620786 2.6719972013427595 0.8064338570047612 23 30 40 0.5912170548044836 
48474 3.912685153001269 2.603078501152596 0.8089020044767355 112 115 130 0.29017319653854107 
48473 3.9463584946995036 2.6575488593369254 0.8078082403727027 147 153 169 0.28994783504302823 
48470 3.8396352261614055 2.159615502300178 0.757453786562274 158 146 177 1.1950915795793862 
48469 3.945095291314399 2.457616035581098 0.7817295525237805 207 197 185 0.8309729427903726 
48468 3.958879361797691 2.5676474398051043 0.8062186913134642 30 33 48 0.3214757342384707 
48467 3.67113027666474 2.7552984679347796 1.1111075571266342 95 98 113 2.8271901544690756 
48466 3.814135847781058 2.0866994574180016 0.8368448842284382 162 158 149 1.0226267107835454 
48465 3.809919077993088 2.0909823043933033 0.8405251989396714 196 193 190 1.5905533715240887 
48464 4.07696916564635 2.6626105688712545 0.7959105782712965 119 121 135 0.3333112195001519 
48462 4.171707768408268 2.638204550135208 0.7292921767671245 146 148 161 2.2872972616731126 
48461 3.858965832251978 2.0896724339491817 0.8196617045523896 186 187 181 1.5736001748559507 
48460 4.086660324671305 2.5811824806415165 0.8032297370065637 37 40 55 0.7288162711444867 
48458 4.231567517755534 1.4443565173531459 0.48304175635384206 53 63 72 0.11662210782675403 
48457 4.137388564989988 2.351913386689057 0.7785263088859355 173 177 186 0.44555462298770465 
48454 3.886651861482701 2.0665391184498807 0.9277490973298471 49 56 66 1.4546574885357642 
48453 4.09543357917595 1.9869801367270215 0.7839959624698526 43 52 61 1.302295296108959 
48452 4.157756061487195 1.9954045049506155 0.8007352721388599 7 7 7 1.5193188186676316 
48451 4.822662812303792 2.848769531231689 0.5907514503054877 74 78 81 0.6526665973751617 
48450 4.270179112676139 2.3408247568216813 0.8190723996091823 191 193 192 1.1459309091408378 
48449 4.523335521848272 2.3357242803401963 0.7523306281273603 189 185 174 1.9377619907158452 
48448 4.332109932994491 2.0057992293530686 0.8091123203886649 16 19 24 2.0373764617466867 
48446 4.432938267752623 2.058773750875589 0.792004230759962 33 37 40 1.9437389974600623 
48444 4.438150606082976 2.22204188565122 0.8334718225210423 183 185 172 1.0458641670411215 
48443 4.42780185550738 2.226554075522759 0.8384680572966094 183 185 172 0.6135567061455935 
48442 4.592875447658223 2.4148114908598277 0.7909560545303929 50 51 42 1.3125433759546374 
48440 4.4464782886905345 2.1042323893382093 0.8533267832804341 181 183 178 0.44717370003790613 
48438 4.4851992403919025 2.1521762489123257 0.8499068242545895 85 90 83 0.6726478387340953 
48436 4.683227751458132 2.5458591050056207 0.8220355950841179 186 174 152 0.1524895940584509 
48434 4.799722910624616 2.9410087827706084 0.9267758694149995 122 133 139 0.865254597967855 
48433 4.814867264983764 2.690013853376028 0.9120115450981232 26 38 53 0.4720835207122396 
48431 4.799151408020482 2.7010155389288917 0.9177880878960203 20 32 46 0.9547270374662751 
48430 4.783391595649713 2.6726184363935843 0.9228806691466085 11 20 35 0.7976544828997524 
48428 4.763186177733456 2.578047879128988 0.9282854514570487 29 33 45 0.8060150403224222 
48426 4.7791337590801595 2.5452486185015943 0.9221331308257503 14 17 32 0.7100653320743784 
48425 4.7933732343551 2.5139724916432122 0.916943903180485 26 30 42 0.4483523302389744 
48424 4.8343199994089545 2.699320333667105 0.9165589503848797 14 24 36 0.12048770521485057 
48423 4.881012272360119 2.679632125709855 0.9235383506680733 98 108 120 1.0913163101094707 
48422 4.6869249589279125 2.425941383093934 0.9772496782711715 13 22 21 0.30706419222039927 
48421 4.89587301235491 2.7612226334862373 0.9270774634828077 109 116 129 0.5493075008588951 
48420 4.6915728365337035 2.4230390772708645 0.9850592242282235 211 220 224 0.4915604089711816 
48417 4.931857163713298 2.6907014054254685 0.9451247336446054 181 194 210 1.7632638535065206 
48416 4.663978966581022 2.29839329346047 1.040456229201011 141 148 154 0.9355335685356928 
48415 4.879467990466111 2.6143725739541637 1.0210027122554872 171 179 195 0.35943534146056266 
48412 3.4157068975258675 2.215462514515451 0.8262371271078277 170 187 203 0.4781947882528124 
48411 3.5213517033623796 2.4662114511618096 0.8442710036525989 90 90 55 0.9674371688213638 
48409 3.419037233252919 2.2142347607437234 0.8466556917416505 217 220 227 1.2582443282719675 
48408 3.441948091915571 2.195253281483848 0.8262883600145317 154 181 197 1.323923448814607 
48407 3.6292085220052237 2.5088013169924244 0.8199033990615062 8 8 18 0.42377262750973416 
48406 3.5843297979523205 2.3091898387246172 0.7907632388133025 114 149 147 0.9956531472079583 
48405 3.6170117913757753 2.3679546029273904 0.7820568458474748 166 164 156 0.8772367293763091 
48404 3.631398141553501 2.4557811043181887 0.8148720065683995 14 18 27 0.5608020953585743 
48402 3.5060504566693393 2.04584915910734 0.7854845885971948 28 33 39 1.9088141199668396 
48401 3.7227335450697083 2.6130708706890595 0.8220860710608602 177 183 195 0.19934028977522603 
48398 3.7830831334967012 2.682422687394526 0.8038232290341348 76 82 96 0.6291396555812705 
48396 3.4752174270454894 2.6636019002935685 1.1397717625621189 163 152 130 1.5770016084153533 
48395 3.7518783718541515 2.6124333639306903 0.8204187079964141 68 74 86 0.6125141410751677 
48393 3.4913216389896826 2.2051104339720347 0.9464881516085774 141 146 152 0.10232076672778667 
48392 3.7922691862714424 2.589481753951995 0.8075446400379516 1 4 18 0.4027738878960213 
48391 3.8342666116512634 2.639336781402345 0.806036867784506 176 182 196 0.21635023779258777 
48387 3.7602090449062855 2.3293880713036104 0.7845018354660273 165 144 117 1.0203614854082237 
48386 3.7417245462805386 2.283852458428544 0.7992743774680214 137 115 92 0.4240261049743969 
48384 3.881139767775068 2.6238813145607596 0.8070793278130565 21 24 39 0.14650292604538764 
48383 3.7118027349293596 2.1888245331143747 0.8188098864312419 47 51 52 1.4478445822373074 
48382 3.963772119372793 2.5443616756460945 0.7456498639585168 85 88 103 2.3133095561684325 
48380 3.816007814136273 2.4605007540754027 0.8618759154640446 153 152 150 1.5394907730648486 
